cantonlock_slug,cantonlock_model,cantonlock_spec_rows,stahlock_id,stahlock_url,stahlock_model,label,stahlock_value,type,cantonlock_existing,evidence
5689-night-latch-and-rim-lock,5689,13,2119,https://stahlock.com/index.php?id=2119,5689,Material,"Iron case with steel base, zinc-plated finish",conflict,"Iron case, steel base internal components with zinc plated finish","Material: Iron case with steel base, zinc-plated finish"
5689-night-latch-and-rim-lock,5689,13,2119,https://stahlock.com/index.php?id=2119,5689,Size,100×100mm,new,,Size: 100×100mm
5689-night-latch-and-rim-lock,5689,13,2119,https://stahlock.com/index.php?id=2119,5689,Door Thickness,35–55mm,conflict,35mm to 55mm standard; 30mm to 60mm on request,Door Thickness: 35–55mm
5689-night-latch-and-rim-lock,5689,13,2119,https://stahlock.com/index.php?id=2119,5689,Accessories,Includes installation screws,new,,Accessories: Includes installation screws
5689-night-latch-and-rim-lock,5689,13,2119,https://stahlock.com/index.php?id=2119,5689,Customization,OEM & ODM available,new,,Customization: OEM & ODM available
575-abet-tubular-lock,575 ABET,12,2131,https://stahlock.com/index.php?id=2131,575 ABET,Cylinder,"Brass, with 3 brass keys",conflict,Brass cylinder,"Cylinder: Brass, with 3 brass keys"
575-abet-tubular-lock,575 ABET,12,2131,https://stahlock.com/index.php?id=2131,575 ABET,Finish,AB / AC / PB / SB / SS / SP / SC (custom options available),conflict,"AB/AC/PB/SB/SS/SP/SC,other available",Finish: AB / AC / PB / SB / SS / SP / SC (custom options available)
575-abet-tubular-lock,575 ABET,12,2131,https://stahlock.com/index.php?id=2131,575 ABET,Handing,Reversible for left or right hand doors,conflict,"Fully reversible, left or right hand",Handing: Reversible for left or right hand doors
575-abet-tubular-lock,575 ABET,12,2131,https://stahlock.com/index.php?id=2131,575 ABET,Door Thickness,35–45mm (adjustable),conflict,35mm to 45mm adjustable,Door Thickness: 35–45mm (adjustable)
575-abet-tubular-lock,575 ABET,12,2131,https://stahlock.com/index.php?id=2131,575 ABET,Backset,"60mm or 70mm (adjustable), 1” round drive-in latch optional",conflict,60mm / 70mm adjustable,"Backset: 60mm or 70mm (adjustable), 1” round drive-in latch optional"
575-abet-tubular-lock,575 ABET,12,2131,https://stahlock.com/index.php?id=2131,575 ABET,Latch Bolt,"12mm throw, deadlocking for keyed functions",new,,"Latch Bolt: 12mm throw, deadlocking for keyed functions"
575-abet-tubular-lock,575 ABET,12,2131,https://stahlock.com/index.php?id=2131,575 ABET,Strike,"57mm curved lip standard, 70mm optional",conflict,57mm curved lip standard; 70mm available on request,"Strike: 57mm curved lip standard, 70mm optional"
575-abet-tubular-lock,575 ABET,12,2131,https://stahlock.com/index.php?id=2131,575 ABET,Standard,ANSI Grade 3,new,,Standard: ANSI Grade 3
575-abet-tubular-lock,575 ABET,12,2131,https://stahlock.com/index.php?id=2131,575 ABET,Usage,Residential,new,,Usage: Residential
5807-sscl-commercial-lock,5807 SSCL,3,2125,https://stahlock.com/index.php?id=2125,5807 SSCL,Material,Stainless Steel 304 / 201,conflict,Stainless Steel 304/201,Material: Stainless Steel 304 / 201
5807-sscl-commercial-lock,5807 SSCL,3,2125,https://stahlock.com/index.php?id=2125,5807 SSCL,Finish,Satin Stainless Steel (SS),conflict,SS,Finish: Satin Stainless Steel (SS)
5807-sscl-commercial-lock,5807 SSCL,3,2125,https://stahlock.com/index.php?id=2125,5807 SSCL,Door Thickness,35–45mm (1-3/8” to 1-3/4”),new,,Door Thickness: 35–45mm (1-3/8” to 1-3/4”)
5807-sscr-commercial-lock,5807 SSCR,3,2127,https://stahlock.com/index.php?id=2127,5807 SSCR,Material,Stainless Steel 304 / 201,conflict,Stainless Steel 304/201,Material: Stainless Steel 304 / 201
5807-sscr-commercial-lock,5807 SSCR,3,2127,https://stahlock.com/index.php?id=2127,5807 SSCR,Finish,Satin Stainless Steel (SS),conflict,SS,Finish: Satin Stainless Steel (SS)
5807-sscr-commercial-lock,5807 SSCR,3,2127,https://stahlock.com/index.php?id=2127,5807 SSCR,Door Thickness,35–45mm,new,,Door Thickness: 35–45mm
5807-ssel-commercial-lock,5807 SSEL,3,2126,https://stahlock.com/index.php?id=2126,5807 SSEL,Material,Stainless Steel 304 / 201,conflict,Stainless Steel 304/201,Material: Stainless Steel 304 / 201
5807-ssel-commercial-lock,5807 SSEL,3,2126,https://stahlock.com/index.php?id=2126,5807 SSEL,Finish,Satin Stainless Steel (SS),conflict,SS,Finish: Satin Stainless Steel (SS)
5807-ssel-commercial-lock,5807 SSEL,3,2126,https://stahlock.com/index.php?id=2126,5807 SSEL,Door Thickness,35–45mm,new,,Door Thickness: 35–45mm
5807-ssr-commercial-lock,5807 SSR,3,2128,https://stahlock.com/index.php?id=2128,5807 SSR,Material,Stainless Steel 304 / 201,conflict,Stainless Steel 304/201,Material: Stainless Steel 304 / 201
5807-ssr-commercial-lock,5807 SSR,3,2128,https://stahlock.com/index.php?id=2128,5807 SSR,Finish,Satin Stainless Steel (SS),conflict,SS,Finish: Satin Stainless Steel (SS)
5807-ssr-commercial-lock,5807 SSR,3,2128,https://stahlock.com/index.php?id=2128,5807 SSR,Function,Storeroom Lock,conflict,STOREROOM,Function: Storeroom Lock
5807-ssr-commercial-lock,5807 SSR,3,2128,https://stahlock.com/index.php?id=2128,5807 SSR,Door Thickness,35–45mm,new,,Door Thickness: 35–45mm
5831-sset-heavy-duty-cylindrical-lock,5831 SSET,11,2148,https://stahlock.com/index.php?id=2148,5831 SSET,Finishes Available,"Satin Nickel, Chrome, Antique Brass, Polished Brass",new,,"Finishes Available: Satin Nickel, Chrome, Antique Brass, Polished Brass"
5831-sset-heavy-duty-cylindrical-lock,5831 SSET,11,2148,https://stahlock.com/index.php?id=2148,5831 SSET,Latch,90mm,conflict,Deadlocking on keyed functions,Latch: 90mm
5831-sset-heavy-duty-cylindrical-lock,5831 SSET,11,2148,https://stahlock.com/index.php?id=2148,5831 SSET,Backset,60 / 70 / 80 / 90 mm (Adjustable),new,,Backset: 60 / 70 / 80 / 90 mm (Adjustable)
5831-sset-heavy-duty-cylindrical-lock,5831 SSET,11,2148,https://stahlock.com/index.php?id=2148,5831 SSET,Door Thickness,35–50 mm,new,,Door Thickness: 35–50 mm
5831-sset-heavy-duty-cylindrical-lock,5831 SSET,11,2148,https://stahlock.com/index.php?id=2148,5831 SSET,Handing,Reversible for Left or Right-Hand Doors,conflict,"Fully reversible, left or right hand",Handing: Reversible for Left or Right-Hand Doors
5831-sset-heavy-duty-cylindrical-lock,5831 SSET,11,2148,https://stahlock.com/index.php?id=2148,5831 SSET,Standard,ANSI Grade 3,new,,Standard: ANSI Grade 3
5831-sset-heavy-duty-cylindrical-lock,5831 SSET,11,2148,https://stahlock.com/index.php?id=2148,5831 SSET,Application,Entrance Door (Residential Use),conflict,"Commercial offices, schools and heavy-duty residential",Application: Entrance Door (Residential Use)
5833-night-latch-and-rim-lock,5833,12,2101,https://stahlock.com/index.php?id=2101,5833,Application,Iron Doors,conflict,Iron Door,Application: Iron Doors
5833-night-latch-and-rim-lock,5833,12,2101,https://stahlock.com/index.php?id=2101,5833,Material,Iron & Brass,conflict,Iron and Brass,Material: Iron & Brass
5833-night-latch-and-rim-lock,5833,12,2101,https://stahlock.com/index.php?id=2101,5833,Door Thickness,35–55mm,conflict,35mm to 55mm standard; 30mm to 60mm on request,Door Thickness: 35–55mm
5833-night-latch-and-rim-lock,5833,12,2101,https://stahlock.com/index.php?id=2101,5833,Key,3 Brass Keys,new,,Key: 3 Brass Keys
5833-night-latch-and-rim-lock,5833,12,2101,https://stahlock.com/index.php?id=2101,5833,OEM & Sample,Accepted,new,,OEM & Sample: Accepted
5833-night-latch-and-rim-lock,5833,12,2101,https://stahlock.com/index.php?id=2101,5833,Market,South America,new,,Market: South America
5835-night-latch-and-rim-lock,5835,9,2120,https://stahlock.com/index.php?id=2120,5835,Material,Iron,conflict,"Fabricada en lámina de acero 1.2 mm,componentes internos aleación de zinc, aleación de cobre,cilindros en latón sólido,4 llaves. Permite instalación con tornillos o soldadura.Incluye accesorios de instalación.Acabado pintura electrostática. / Iron.",Material: Iron
5835-night-latch-and-rim-lock,5835,9,2120,https://stahlock.com/index.php?id=2120,5835,Backset,50mm,new,,Backset: 50mm
5835-night-latch-and-rim-lock,5835,9,2120,https://stahlock.com/index.php?id=2120,5835,Case & Strike Plate,Steel with electrostatic powder coating,new,,Case & Strike Plate: Steel with electrostatic powder coating
5835-night-latch-and-rim-lock,5835,9,2120,https://stahlock.com/index.php?id=2120,5835,Deadbolt,"Brass or iron, two/three-throw",new,,"Deadbolt: Brass or iron, two/three-throw"
5835-night-latch-and-rim-lock,5835,9,2120,https://stahlock.com/index.php?id=2120,5835,Latch & Puller,Brass or zinc,new,,Latch & Puller: Brass or zinc
5835-night-latch-and-rim-lock,5835,9,2120,https://stahlock.com/index.php?id=2120,5835,Cylinder,"Brass (inside and outside), fixed or loose type",new,,"Cylinder: Brass (inside and outside), fixed or loose type"
5835-night-latch-and-rim-lock,5835,9,2120,https://stahlock.com/index.php?id=2120,5835,Keys,Brass or iron,new,,Keys: Brass or iron
5835-night-latch-and-rim-lock,5835,9,2120,https://stahlock.com/index.php?id=2120,5835,Handing,Left or right (specify when ordering),conflict,"Fully reversible, left or right hand",Handing: Left or right (specify when ordering)
5835-night-latch-and-rim-lock,5835,9,2120,https://stahlock.com/index.php?id=2120,5835,Door Thickness,35–60mm,conflict,35mm to 55mm standard; 30mm to 60mm on request,Door Thickness: 35–60mm
5835-night-latch-and-rim-lock,5835,9,2120,https://stahlock.com/index.php?id=2120,5835,Packing,One set per box with fasteners,new,,Packing: One set per box with fasteners
5836-night-latch-and-rim-lock,5836,9,2121,https://stahlock.com/index.php?id=2121,5836,Material,Iron,conflict,"Fabricada en lámina de acero 1.2 mm,componentes internos aleación de zinc, aleación de cobre,cilindros en latón sólido,4 llaves. Permite instalación con tornillos o soldadura.Incluye accesorios de instalación.Acabado pintura electrostática. / Iron.",Material: Iron
5836-night-latch-and-rim-lock,5836,9,2121,https://stahlock.com/index.php?id=2121,5836,Backset,50mm,new,,Backset: 50mm
5836-night-latch-and-rim-lock,5836,9,2121,https://stahlock.com/index.php?id=2121,5836,Case & Strike Plate,Steel with electrostatic powder coating,new,,Case & Strike Plate: Steel with electrostatic powder coating
5836-night-latch-and-rim-lock,5836,9,2121,https://stahlock.com/index.php?id=2121,5836,Deadbolt,"Brass or iron, two/three-throw",new,,"Deadbolt: Brass or iron, two/three-throw"
5836-night-latch-and-rim-lock,5836,9,2121,https://stahlock.com/index.php?id=2121,5836,Latch & Puller,Brass or zinc,new,,Latch & Puller: Brass or zinc
5836-night-latch-and-rim-lock,5836,9,2121,https://stahlock.com/index.php?id=2121,5836,Cylinder,"Brass (inside and outside), fixed or loose type",new,,"Cylinder: Brass (inside and outside), fixed or loose type"
5836-night-latch-and-rim-lock,5836,9,2121,https://stahlock.com/index.php?id=2121,5836,Keys,Brass or iron,new,,Keys: Brass or iron
5836-night-latch-and-rim-lock,5836,9,2121,https://stahlock.com/index.php?id=2121,5836,Handing,Left or right (specify when ordering),conflict,"Fully reversible, left or right hand",Handing: Left or right (specify when ordering)
5836-night-latch-and-rim-lock,5836,9,2121,https://stahlock.com/index.php?id=2121,5836,Door Thickness,35–60mm,conflict,35mm to 55mm standard; 30mm to 60mm on request,Door Thickness: 35–60mm
5836-night-latch-and-rim-lock,5836,9,2121,https://stahlock.com/index.php?id=2121,5836,Packing,One set per box with fasteners,new,,Packing: One set per box with fasteners
5870-acet-heavy-duty-cylindrical-lock,5870 ACET,12,2150,https://stahlock.com/index.php?id=2150,5870 ACET,Material,Iron + stainless steel,conflict,Iron+stainless steel,• Material: Iron + stainless steel
5870-acet-heavy-duty-cylindrical-lock,5870 ACET,12,2150,https://stahlock.com/index.php?id=2150,5870 ACET,Finishes,"Satin nickel, chrome, antique brass, polished brass, black nickel, antique copper – multiple options available",new,,"• Finishes: Satin nickel, chrome, antique brass, polished brass, black nickel, antique copper – multiple options available"
5870-acet-heavy-duty-cylindrical-lock,5870 ACET,12,2150,https://stahlock.com/index.php?id=2150,5870 ACET,Cylinder,"Zinc alloy, solid brass, or zinc & brass combination",conflict,zinc alloy / Solid brass/Zinc & brass cylinder,"• Cylinder: Zinc alloy, solid brass, or zinc & brass combination"
5870-acet-heavy-duty-cylindrical-lock,5870 ACET,12,2150,https://stahlock.com/index.php?id=2150,5870 ACET,Key Options,"Iron, nickel-plated brass, solid brass, brushed nickel",new,,"• Key Options: Iron, nickel-plated brass, solid brass, brushed nickel"
5870-acet-heavy-duty-cylindrical-lock,5870 ACET,12,2150,https://stahlock.com/index.php?id=2150,5870 ACET,Backset,60mm / 70mm,conflict,60mm/70mm,• Backset: 60mm / 70mm
5870-acet-heavy-duty-cylindrical-lock,5870 ACET,12,2150,https://stahlock.com/index.php?id=2150,5870 ACET,Latch,60mm / 70mm,conflict,Deadlocking on keyed functions,• Latch: 60mm / 70mm
5870-acet-heavy-duty-cylindrical-lock,5870 ACET,12,2150,https://stahlock.com/index.php?id=2150,5870 ACET,Rosette Diameter,65–75mm,new,,• Rosette Diameter: 65–75mm
5870-acet-heavy-duty-cylindrical-lock,5870 ACET,12,2150,https://stahlock.com/index.php?id=2150,5870 ACET,Door Thickness,35–50mm,new,,• Door Thickness: 35–50mm
5870-acet-heavy-duty-cylindrical-lock,5870 ACET,12,2150,https://stahlock.com/index.php?id=2150,5870 ACET,Handing,Fully reversible for left or right hand doors,conflict,"Fully reversible, left or right hand",• Handing: Fully reversible for left or right hand doors
5870-acet-heavy-duty-cylindrical-lock,5870 ACET,12,2150,https://stahlock.com/index.php?id=2150,5870 ACET,Application,Ideal for residential doors,conflict,"Commercial offices, schools and heavy-duty residential",• Application: Ideal for residential doors
5870-sscc-commercial-lock,5870 SSCC,3,2129,https://stahlock.com/index.php?id=2129,5870 SSCC,Material,Stainless Steel 304 / 201,conflict,Stainless Steel 304/201,Material: Stainless Steel 304 / 201
5870-sscc-commercial-lock,5870 SSCC,3,2129,https://stahlock.com/index.php?id=2129,5870 SSCC,Finish,Satin Stainless Steel (SS),conflict,SS,Finish: Satin Stainless Steel (SS)
5870-sscc-commercial-lock,5870 SSCC,3,2129,https://stahlock.com/index.php?id=2129,5870 SSCC,Function,Entrance & Communication,conflict,Entrance and communication,Function: Entrance & Communication
5870-sscc-commercial-lock,5870 SSCC,3,2129,https://stahlock.com/index.php?id=2129,5870 SSCC,Door Thickness,35–45mm,new,,Door Thickness: 35–45mm
5870-sset-heavy-duty-cylindrical-lock,5870 SSET,11,2149,https://stahlock.com/index.php?id=2149,5870 SSET,Material,Iron + stainless steel,conflict,Stainless steel,• Material: Iron + stainless steel
5870-sset-heavy-duty-cylindrical-lock,5870 SSET,11,2149,https://stahlock.com/index.php?id=2149,5870 SSET,Finishes,"Satin nickel, chrome, antique brass, polished brass, black nickel, antique copper – multiple options available",new,,"• Finishes: Satin nickel, chrome, antique brass, polished brass, black nickel, antique copper – multiple options available"
5870-sset-heavy-duty-cylindrical-lock,5870 SSET,11,2149,https://stahlock.com/index.php?id=2149,5870 SSET,Cylinder,"Zinc alloy, solid brass, or zinc & brass combination",conflict,"5-pin tumbler, brass plug, two nickel-plated brass keys","• Cylinder: Zinc alloy, solid brass, or zinc & brass combination"
5870-sset-heavy-duty-cylindrical-lock,5870 SSET,11,2149,https://stahlock.com/index.php?id=2149,5870 SSET,Key Options,"Iron, nickel-plated brass, solid brass, brushed nickel",new,,"• Key Options: Iron, nickel-plated brass, solid brass, brushed nickel"
5870-sset-heavy-duty-cylindrical-lock,5870 SSET,11,2149,https://stahlock.com/index.php?id=2149,5870 SSET,Backset,60mm / 70mm,new,,• Backset: 60mm / 70mm
5870-sset-heavy-duty-cylindrical-lock,5870 SSET,11,2149,https://stahlock.com/index.php?id=2149,5870 SSET,Latch,60mm / 70mm,conflict,Deadlocking on keyed functions,• Latch: 60mm / 70mm
5870-sset-heavy-duty-cylindrical-lock,5870 SSET,11,2149,https://stahlock.com/index.php?id=2149,5870 SSET,Rosette Diameter,65–75mm,new,,• Rosette Diameter: 65–75mm
5870-sset-heavy-duty-cylindrical-lock,5870 SSET,11,2149,https://stahlock.com/index.php?id=2149,5870 SSET,Door Thickness,35–50mm,new,,• Door Thickness: 35–50mm
5870-sset-heavy-duty-cylindrical-lock,5870 SSET,11,2149,https://stahlock.com/index.php?id=2149,5870 SSET,Handing,Fully reversible for left or right hand doors,conflict,"Fully reversible, left or right hand",• Handing: Fully reversible for left or right hand doors
5870-sset-heavy-duty-cylindrical-lock,5870 SSET,11,2149,https://stahlock.com/index.php?id=2149,5870 SSET,Application,Ideal for residential doors,conflict,"Commercial offices, schools and heavy-duty residential",• Application: Ideal for residential doors
5870-sset-heavy-duty-cylindrical-lock,5870 SSET,11,2151,https://stahlock.com/index.php?id=2151,5870 SSET,Standard,"ANSI Grade 2 / Life Cycle Tested Over 200,000 Times",new,,"Standard: ANSI Grade 2 / Life Cycle Tested Over 200,000 Times"
5871-sset-heavy-duty-cylindrical-lock,5871 SSET,11,2165,https://stahlock.com/index.php?id=2165,5871 SSET,Application,"Offices, schools, and high-traffic residential doors",conflict,"Commercial offices, schools and heavy-duty residential","Application: Offices, schools, and high-traffic residential doors"
5874-acet-heavy-duty-cylindrical-lock,5874 ACET,12,2152,https://stahlock.com/index.php?id=2152,5874 ACET,Material,Iron + stainless steel,conflict,Iron+stainless steel,Material: Iron + stainless steel
5874-acet-heavy-duty-cylindrical-lock,5874 ACET,12,2152,https://stahlock.com/index.php?id=2152,5874 ACET,Finishes,"Satin nickel, chrome, antique brass, polished brass, black nickel, antique copper – multiple options available",new,,"Finishes: Satin nickel, chrome, antique brass, polished brass, black nickel, antique copper – multiple options available"
5874-acet-heavy-duty-cylindrical-lock,5874 ACET,12,2152,https://stahlock.com/index.php?id=2152,5874 ACET,Cylinder,"Zinc alloy, solid brass, or zinc & brass combination",conflict,zinc alloy / Solid brass/Zinc & brass cylinder,"Cylinder: Zinc alloy, solid brass, or zinc & brass combination"
5874-acet-heavy-duty-cylindrical-lock,5874 ACET,12,2152,https://stahlock.com/index.php?id=2152,5874 ACET,Key Options,"Iron, nickel-plated brass, solid brass, brushed nickel",new,,"Key Options: Iron, nickel-plated brass, solid brass, brushed nickel"
5874-acet-heavy-duty-cylindrical-lock,5874 ACET,12,2152,https://stahlock.com/index.php?id=2152,5874 ACET,Backset,60mm / 70mm,conflict,60mm/70mm,Backset: 60mm / 70mm
5874-acet-heavy-duty-cylindrical-lock,5874 ACET,12,2152,https://stahlock.com/index.php?id=2152,5874 ACET,Latch,60mm / 70mm,conflict,Deadlocking on keyed functions,Latch: 60mm / 70mm
5874-acet-heavy-duty-cylindrical-lock,5874 ACET,12,2152,https://stahlock.com/index.php?id=2152,5874 ACET,Rosette Diameter,65–75mm,new,,Rosette Diameter: 65–75mm
5874-acet-heavy-duty-cylindrical-lock,5874 ACET,12,2152,https://stahlock.com/index.php?id=2152,5874 ACET,Door Thickness,35–50mm,new,,Door Thickness: 35–50mm
5874-acet-heavy-duty-cylindrical-lock,5874 ACET,12,2152,https://stahlock.com/index.php?id=2152,5874 ACET,Handing,Fully reversible for left or right hand doors,conflict,"Fully reversible, left or right hand",Handing: Fully reversible for left or right hand doors
5874-acet-heavy-duty-cylindrical-lock,5874 ACET,12,2152,https://stahlock.com/index.php?id=2152,5874 ACET,Application,Ideal for residential doors,conflict,"Commercial offices, schools and heavy-duty residential",Application: Ideal for residential doors
587-mbet-light-duty-cylindrical-lock,587 MBET,11,2159,https://stahlock.com/index.php?id=2159,587 MBET,Finish Options,"Satin nickel, chrome, antique brass, polished brass",new,,"Finish Options: Satin nickel, chrome, antique brass, polished brass"
587-mbet-light-duty-cylindrical-lock,587 MBET,11,2159,https://stahlock.com/index.php?id=2159,587 MBET,Key Types,"Nickel-plated brass, solid brass, brushed nickel",new,,"Key Types: Nickel-plated brass, solid brass, brushed nickel"
587-mbet-light-duty-cylindrical-lock,587 MBET,11,2159,https://stahlock.com/index.php?id=2159,587 MBET,Cylinder Options,Solid brass or zinc & brass combination,new,,Cylinder Options: Solid brass or zinc & brass combination
587-pbbk-light-duty-cylindrical-lock,587 PBBK,11,2162,https://stahlock.com/index.php?id=2162,587 PBBK,Finish Options,"Satin Nickel, Chrome, Antique Brass, Polished Brass",new,,"Finish Options: Satin Nickel, Chrome, Antique Brass, Polished Brass"
587-pbbk-light-duty-cylindrical-lock,587 PBBK,11,2162,https://stahlock.com/index.php?id=2162,587 PBBK,Key Options,"Nickel-Plated Brass, Solid Brass, Brushed Nickel",new,,"Key Options: Nickel-Plated Brass, Solid Brass, Brushed Nickel"
587-pbbk-light-duty-cylindrical-lock,587 PBBK,11,2162,https://stahlock.com/index.php?id=2162,587 PBBK,Cylinder,Solid Brass or Zinc-Brass Combination,conflict,Solid brass/Zinc & brass cylinder,Cylinder: Solid Brass or Zinc-Brass Combination
587-pbbk-light-duty-cylindrical-lock,587 PBBK,11,2162,https://stahlock.com/index.php?id=2162,587 PBBK,Application,For bathroom doors,conflict,Standard residential use,Application: For bathroom doors
587-pbet-light-duty-cylindrical-lock,587 PBET,11,2161,https://stahlock.com/index.php?id=2161,587 PBET,Finish Options,"Satin Nickel, Chrome, Antique Brass, Polished Brass",new,,"Finish Options: Satin Nickel, Chrome, Antique Brass, Polished Brass"
587-pbet-light-duty-cylindrical-lock,587 PBET,11,2161,https://stahlock.com/index.php?id=2161,587 PBET,Key Options,"Nickel-Plated Brass, Solid Brass, Brushed Nickel",new,,"Key Options: Nickel-Plated Brass, Solid Brass, Brushed Nickel"
587-pbet-light-duty-cylindrical-lock,587 PBET,11,2161,https://stahlock.com/index.php?id=2161,587 PBET,Cylinder,Solid Brass or Zinc-Brass Combination,conflict,Solid brass/Zinc & brass cylinder,Cylinder: Solid Brass or Zinc-Brass Combination
587-pbps-light-duty-cylindrical-lock,587 PBPS,11,2163,https://stahlock.com/index.php?id=2163,587 PBPS,Finish Options,"Satin Nickel, Chrome, Antique Brass, Polished Brass",new,,"Finish Options: Satin Nickel, Chrome, Antique Brass, Polished Brass"
587-pbps-light-duty-cylindrical-lock,587 PBPS,11,2163,https://stahlock.com/index.php?id=2163,587 PBPS,Key Options,"Nickel-Plated Brass, Solid Brass, Brushed Nickel",new,,"Key Options: Nickel-Plated Brass, Solid Brass, Brushed Nickel"
587-pbps-light-duty-cylindrical-lock,587 PBPS,11,2163,https://stahlock.com/index.php?id=2163,587 PBPS,Cylinder,Solid Brass or Zinc-Brass Combination,conflict,Solid brass/Zinc & brass cylinder,Cylinder: Solid Brass or Zinc-Brass Combination
587-ssbk-light-duty-cylindrical-lock,587 SSBK,11,2158,https://stahlock.com/index.php?id=2158,587 SSBK,Finish Options,"Satin nickel, chrome, antique brass, polished brass",new,,"Finish Options: Satin nickel, chrome, antique brass, polished brass"
587-ssbk-light-duty-cylindrical-lock,587 SSBK,11,2158,https://stahlock.com/index.php?id=2158,587 SSBK,Key Types,"Nickel-plated brass, solid brass, brushed nickel",new,,"Key Types: Nickel-plated brass, solid brass, brushed nickel"
587-ssbk-light-duty-cylindrical-lock,587 SSBK,11,2158,https://stahlock.com/index.php?id=2158,587 SSBK,Cylinder Options,Solid brass or zinc & brass combination,new,,Cylinder Options: Solid brass or zinc & brass combination
587-ssbk-light-duty-cylindrical-lock,587 SSBK,11,2158,https://stahlock.com/index.php?id=2158,587 SSBK,Application,Bathroom door,conflict,Standard residential use,Application: Bathroom door
587-sset-light-duty-cylindrical-lock,587 SSET,11,2147,https://stahlock.com/index.php?id=2147,587 SSET,Model Number,587 SSET,new,,Model Number: 587 SSET
587-sset-light-duty-cylindrical-lock,587 SSET,11,2147,https://stahlock.com/index.php?id=2147,587 SSET,Cylinder,Brass Cylinder,conflict,Solid brass/Zinc & brass cylinder,Cylinder: Brass Cylinder
587-sset-light-duty-cylindrical-lock,587 SSET,11,2147,https://stahlock.com/index.php?id=2147,587 SSET,Door Thickness,35–50 mm,new,,Door Thickness: 35–50 mm
587-sset-light-duty-cylindrical-lock,587 SSET,11,2147,https://stahlock.com/index.php?id=2147,587 SSET,Finish,SS (Stainless Steel),conflict,"Satin nickel, chrome, antique brass, polished brass,all available",Finish: SS (Stainless Steel)
587-sset-light-duty-cylindrical-lock,587 SSET,11,2147,https://stahlock.com/index.php?id=2147,587 SSET,Latch,Adjustable 60–70 mm,conflict,Deadlocking on keyed functions,Latch: Adjustable 60–70 mm
587-sset-light-duty-cylindrical-lock,587 SSET,11,2147,https://stahlock.com/index.php?id=2147,587 SSET,Backset,60 mm / 70 mm,new,,Backset: 60 mm / 70 mm
587-sset-light-duty-cylindrical-lock,587 SSET,11,2147,https://stahlock.com/index.php?id=2147,587 SSET,Quality Standard,ANSI Grade 3,new,,Quality Standard: ANSI Grade 3
587-sset-light-duty-cylindrical-lock,587 SSET,11,2147,https://stahlock.com/index.php?id=2147,587 SSET,Use,Entrance Door,new,,Use: Entrance Door
587-sset-light-duty-cylindrical-lock,587 SSET,11,2157,https://stahlock.com/index.php?id=2157,587 SSET,Finish Options,"Satin nickel, chrome, antique brass, polished brass",new,,"Finish Options: Satin nickel, chrome, antique brass, polished brass"
587-sset-light-duty-cylindrical-lock,587 SSET,11,2157,https://stahlock.com/index.php?id=2157,587 SSET,Key Types,"Nickel-plated brass, solid brass, brushed nickel",new,,"Key Types: Nickel-plated brass, solid brass, brushed nickel"
587-sset-light-duty-cylindrical-lock,587 SSET,11,2157,https://stahlock.com/index.php?id=2157,587 SSET,Cylinder Options,Solid brass or zinc & brass combination,new,,Cylinder Options: Solid brass or zinc & brass combination
592-pbbk-tubular-lock,592 PBBK,11,2134,https://stahlock.com/index.php?id=2134,592 PBBK,Standard,ANSI Grade 3,new,,Standard: ANSI Grade 3
592-pbet-tubular-lock,592 PBET,11,2133,https://stahlock.com/index.php?id=2133,592 PBET,Standard,ANSI Grade 3,new,,Standard: ANSI Grade 3
592-pbps-tubular-lock,592 PBPS,11,2135,https://stahlock.com/index.php?id=2135,592 PBPS,Standard,ANSI Grade 3,new,,Standard: ANSI Grade 3
592-sset-tubular-lock,592 SSET,11,2132,https://stahlock.com/index.php?id=2132,592 SSET,Finish,AB / AC / PB / SB / SS / SP / SC (custom options available),conflict,Stainless steel,Finish: AB / AC / PB / SB / SS / SP / SC (custom options available)
592-sset-tubular-lock,592 SSET,11,2132,https://stahlock.com/index.php?id=2132,592 SSET,Handing,Reversible for left or right hand doors,conflict,"Fully reversible, left or right hand",Handing: Reversible for left or right hand doors
592-sset-tubular-lock,592 SSET,11,2132,https://stahlock.com/index.php?id=2132,592 SSET,Door Thickness,35–45mm (adjustable),conflict,35mm to 45mm adjustable,Door Thickness: 35–45mm (adjustable)
592-sset-tubular-lock,592 SSET,11,2132,https://stahlock.com/index.php?id=2132,592 SSET,Backset,"60mm or 70mm (adjustable), 1” round drive-in latch optional",conflict,60mm / 70mm adjustable,"Backset: 60mm or 70mm (adjustable), 1” round drive-in latch optional"
592-sset-tubular-lock,592 SSET,11,2132,https://stahlock.com/index.php?id=2132,592 SSET,Standard,ANSI Grade 3,new,,Standard: ANSI Grade 3
592-sset-tubular-lock,592 SSET,11,2132,https://stahlock.com/index.php?id=2132,592 SSET,Usage,Residential,new,,Usage: Residential
595-acbk-tubular-lock,595 ACBK,11,2140,https://stahlock.com/index.php?id=2140,595 ACBK,Standard,ANSI Grade 3,new,,Standard: ANSI Grade 3
595-acet-tubular-lock,595 ACET,11,2139,https://stahlock.com/index.php?id=2139,595 ACET,Standard,ANSI Grade 3,new,,Standard: ANSI Grade 3
